Site_Number,Sampling_Area,Notes,Cover_Type,Cover_Class_Name,Cover_Percent
1130,CRBU: Gothic Townsite Dry Meadow,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,10
1130,CRBU: Gothic Townsite Dry Meadow,NA,Live Vegetation - Other Species,Other Forb ,15
1130,CRBU: Gothic Townsite Dry Meadow,NA,Live Vegetation - Other Species,Other Graminoid ,5
1130,CRBU: Gothic Townsite Dry Meadow,NA,Other Cover Types,Nonvegetated Dirt ,25
1130,CRBU: Gothic Townsite Dry Meadow,NA,Other Cover Types,Nonvegetated Rock,15
1130,CRBU: Gothic Townsite Dry Meadow,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1131,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1131,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,10
1131,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,10
1131,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1131,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,50
1131,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Rock,5
1131,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1132,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,15
1132,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1132,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1132,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,15
1132,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,15
1132,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1133,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,20
1133,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,20
1133,CRBU: Snodgrass,Voucher ID: 9030,Live Vegetation - Named Species,Cyperaceae-Carex hoodii,10
1133,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,15
1133,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1133,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,5
1133,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1134,CRBU: Snodgrass,NPV lupine flower,Live Vegetation - Named Species,Fabaceae-Lupinus argenteus,60
1134,CRBU: Snodgrass,NPV lupine flower,Live Vegetation - Other Species,Other Forb ,5
1134,CRBU: Snodgrass,NPV lupine flower,Live Vegetation - Other Species,Other Graminoid ,5
1134,CRBU: Snodgrass,NPV lupine flower,Other Cover Types,Non-Photosynthetic Vegetation,30
1135,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,45
1135,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,20
1135,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,10
1135,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,5
1135,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1136,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Senecio serra,30
1136,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,10
1136,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Ranunculaceae-Thalictrum fendleri,15
1136,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1136,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,25
1136,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Rock,5
1136,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1137,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,50
1137,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,10
1137,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1137,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,10
1137,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,15
1137,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Live Vegetation - Named Species,Poaceae-Festuca thurberi,20
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Live Vegetation - Named Species,Poaceae-Bromopsis inermis,10
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Live Vegetation - Other Species,Other Forb ,5
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Other Cover Types,Nonvegetated Dirt ,5
1138,CRBU: Snodgrass,"NDVI outlier, boosted FESTHU cover by 10% and reduced NPV by 10% after reviewing plot photos.",Other Cover Types,Non-Photosynthetic Vegetation,50
1139,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,10
1139,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1139,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1139,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,15
1139,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,15
1139,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,10
1139,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1140,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Osmorhiza occidentalis,35
1140,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,25
1140,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1140,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1140,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,10
1140,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1141,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,40
1141,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1141,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,20
1141,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,35
1142,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,50
1142,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Osmorhiza occidentalis,30
1142,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1142,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1142,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1143,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,30
1143,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1143,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,10
1143,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1143,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,10
1143,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,35
1144,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,80
1144,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1144,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,10
1145,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,15
1145,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,15
1145,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,10
1145,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1145,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1145,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1145,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1146,CRBU: Snodgrass,"iform entry missing, cover reconstructed from drone image and bulk sample.",Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,80
1146,CRBU: Snodgrass,"iform entry missing, cover reconstructed from drone image and bulk sample.",Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,10
1146,CRBU: Snodgrass,"iform entry missing, cover reconstructed from drone image and bulk sample.",Live Vegetation - Other Species,Other Forb ,5
1146,CRBU: Snodgrass,"iform entry missing, cover reconstructed from drone image and bulk sample.",Live Vegetation - Other Species,Other Graminoid ,5
1147,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,20
1147,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Senecio crassulus,10
1147,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Linaceae-Linum lewisii,10
1147,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,10
1147,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1147,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,35
1147,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1148,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,30
1148,CRBU: Snodgrass,Voucher ID: 9018,Live Vegetation - Named Species,Cyperaceae-Carex praticola,20
1148,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1148,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Graminoid ,5
1148,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,25
1148,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Rock,5
1148,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1149,CRBU: Snodgrass,"initially summed to 110%, reduced dirt by 10% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,30
1149,CRBU: Snodgrass,Voucher ID: 9018,Live Vegetation - Named Species,Cyperaceae-Carex praticola,10
1149,CRBU: Snodgrass,"initially summed to 110%, reduced dirt by 10% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,5
1149,CRBU: Snodgrass,"initially summed to 110%, reduced dirt by 10% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,50
1149,CRBU: Snodgrass,"initially summed to 110%, reduced dirt by 10% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,5
1150,CRBU: Snodgrass,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,30
1150,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Forb ,5
1150,CRBU: Snodgrass,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,10
1150,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Dirt ,40
1150,CRBU: Snodgrass,NA,Other Cover Types,Nonvegetated Rock,10
1150,CRBU: Snodgrass,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1151,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,10
1151,CRBU: Trail 403,NA,Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,20
1151,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,10
1151,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,40
1151,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1152,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,15
1152,CRBU: Trail 403,NA,Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,20
1152,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,5
1152,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,45
1152,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,5
1152,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1153,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,25
1153,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1153,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,30
1153,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,10
1153,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1154,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,15
1154,CRBU: Trail 403,NA,Live Vegetation - Named Species,Caryophyllaceae-Eremogone congesta,20
1154,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1154,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,45
1154,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,10
1154,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1155,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1155,CRBU: Trail 403,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,15
1155,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,65
1155,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,5
1155,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1156,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,25
1156,CRBU: Trail 403,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,10
1156,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,15
1156,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1156,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,30
1156,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,5
1156,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1157,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,45
1157,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1157,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,5
1157,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1157,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,25
1157,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1158,CRBU: Trail 403,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,45
1158,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,10
1158,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1158,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,5
1158,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,30
1159,CRBU: Trail 403,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,80
1159,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,10
1159,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1159,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1160,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,55
1160,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,15
1160,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,10
1160,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,5
1160,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1161,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,15
1161,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,15
1161,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,20
1161,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Graminoid ,5
1161,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,30
1161,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Rock,10
1161,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1162,CRBU: Trail 403,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,55
1162,CRBU: Trail 403,NA,Live Vegetation - Named Species,Ranunculaceae-Thalictrum fendleri,20
1162,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1162,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1163,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,20
1163,CRBU: Trail 403,Voucher ID: 9014,Live Vegetation - Named Species,Asteraceae-Eucephalus engelmannii,35
1163,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1163,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,15
1163,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,10
1163,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1164,CRBU: Trail 403,NA,Live Vegetation - Named Species,Apiaceae-Heracleum maximum,55
1164,CRBU: Trail 403,NA,Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,25
1164,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,10
1164,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,5
1164,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1165,CRBU: Trail 403,"Species/FT cover summed to less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Asteraceae-Senecio serra,40
1165,CRBU: Trail 403,"Species/FT cover summed to less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Ranunculaceae-Thalictrum fendleri,30
1165,CRBU: Trail 403,"Species/FT cover summed to less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Apiaceae-Ligusticum porteri,15
1165,CRBU: Trail 403,"Species/FT cover summed to less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Other Species,Other Forb ,10
1165,CRBU: Trail 403,"Species/FT cover summed to less than PV cover, boosted other forb by 5% after reviewing plot photo.",Other Cover Types,Non-Photosynthetic Vegetation,5
1166,CRBU: Trail 403,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,60
1166,CRBU: Trail 403,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,40
1167,CRBU: Trail 403,NA,Live Vegetation - Named Species,Ranunculaceae-Delphinium barbeyi,25
1167,CRBU: Trail 403,NA,Live Vegetation - Named Species,Ranunculaceae-Thalictrum fendleri,20
1167,CRBU: Trail 403,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,10
1167,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1167,CRBU: Trail 403,Voucher ID: 9014,Live Vegetation - Named Species,Asteraceae-Eucephalus engelmannii,15
1167,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,5
1167,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,15
1168,CRBU: Trail 403,Voucher ID: 9012,Live Vegetation - Named Species,Poaceae-Bromopsis inermis,10
1168,CRBU: Trail 403,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,15
1168,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Helianthella quinquenervis,15
1168,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1168,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Heliomeris multiflora,10
1168,CRBU: Trail 403,NA,Live Vegetation - Other Species,Other Forb ,15
1168,CRBU: Trail 403,NA,Other Cover Types,Nonvegetated Dirt ,10
1168,CRBU: Trail 403,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1169,CRBU: Trail 403,NA,Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,85
1169,CRBU: Trail 403,NA,Live Vegetation - Named Species,Asteraceae-Senecio serra,15
1170,CRBU: Trail 403,"iform entry missing, cover reconstructed from drone image and bulk sample.",Live Vegetation - Named Species,Melanthiaceae-Veratrum californicum,100
